OrphaCode,curie,label,descendent_OrphaCode,descendent_Name,genes_curie,genes_gene_symbol,genes_association_type,DisorderGeneAssociationStatus
823,GARD:0007673,Spina bifida,268748,Total spina bifida cystica,HGNC:7432,MTHFD1,Major susceptibility factor in,Assessed
68356,GARD:0006895,Leukodystrophy,280219,"Pelizaeus-Merzbacher disease, classic form",HGNC:9086,PLP1,Disease-causing germline mutation(s) in,Assessed
99927,GARD:0010263,Hydatidiform mole,254693,Partial hydatidiform mole,HGNC:22947,NLRP7,Disease-causing germline mutation(s) in,Assessed
817,GARD:0007347,Peeling skin syndrome,263553,Peeling skin syndrome type B,HGNC:1802,CDSN,Disease-causing germline mutation(s) in,Assessed
595,GARD:0000101,Centronuclear myopathy,456328,X-linked myotubular myopathy-abnormal genitalia syndrome,HGNC:7448,MTM1,Role in the phenotype of,Assessed
1305,GARD:0008407,Feingold syndrome,391646,Feingold syndrome type 2,HGNC:23564,MIR17HG,Disease-causing germline mutation(s) in,Assessed
79373,GARD:0006317,Ectodermal dysplasia,33364,Trichothiodystrophy,HGNC:4651,GTF2E2,Disease-causing germline mutation(s) in,Assessed
68356,GARD:0006895,Leukodystrophy,157713,Congenital or early infantile CACH syndrome,HGNC:3258,EIF2B2,Disease-causing germline mutation(s) in,Assessed
506,GARD:0006877,Leigh syndrome,255241,Leigh syndrome with leukodystrophy,HGNC:17194,NDUFA13,Disease-causing germline mutation(s) in,Assessed
314822,GARD:0007552,Renal tubular acidosis,93607,Autosomal recessive proximal renal tubular acidosis,HGNC:11030,SLC4A4,Disease-causing germline mutation(s) in,Assessed
443909,GARD:0008533,Familial colorectal cancer,144,Lynch syndrome,HGNC:7127,MLH1,Disease-causing germline mutation(s) in,Assessed
53739,GARD:0012683,Distal hereditary motor neuropathy,1216,Autosomal dominant congenital benign spinal muscular atrophy,HGNC:18083,TRPV4,Disease-causing germline mutation(s) in,Assessed
282,GARD:0008436,Frontotemporal dementia,275864,Behavioral variant of frontotemporal dementia,HGNC:12666,VCP,Major susceptibility factor in,Not yet assessed
79225,GARD:0007672,Sphingolipidosis,309256,"Metachromatic leukodystrophy, late infantile form",HGNC:713,ARSA,Disease-causing germline mutation(s) (loss of function) in,Assessed
79225,GARD:0007672,Sphingolipidosis,309263,"Metachromatic leukodystrophy, juvenile form",HGNC:713,ARSA,Disease-causing germline mutation(s) (loss of function) in,Assessed
823,GARD:0007673,Spina bifida,268762,Cervical spina bifida cystica,HGNC:7432,MTHFD1,Major susceptibility factor in,Assessed
846,GARD:0000621,Alpha-thalassemia,93616,Hemoglobin H disease,HGNC:4823,HBA1,Disease-causing germline mutation(s) in,Assessed
823,GARD:0007673,Spina bifida,268377,Total spina bifida aperta,HGNC:15511,VANGL2,Major susceptibility factor in,Assessed
166,GARD:0006034,Charcot-Marie-Tooth disease,477817,PMP22-RAI1 contiguous gene duplication syndrome,HGNC:9834,RAI1,Role in the phenotype of,Assessed
64746,GARD:0012431,Charcot-Marie-Tooth disease type 2,228179,Autosomal dominant Charcot-Marie-Tooth disease type 2M,HGNC:2974,DNM2,Disease-causing germline mutation(s) in,Assessed
790,GARD:0007563,Retinoblastoma,357027,Hereditary retinoblastoma,HGNC:9884,RB1,Disease-causing germline mutation(s) (loss of function) in,Assessed
247,GARD:0005847,Arrhythmogenic right ventricular cardiomyopathy,293888,"Familial isolated arrhythmogenic ventricular dysplasia, left dominant form",HGNC:12403,TTN,Disease-causing germline mutation(s) (loss of function) in,Assessed
88661,GARD:0005791,Amelogenesis imperfecta,100032,Hypocalcified amelogenesis imperfecta,HGNC:24797,FAM83H,Disease-causing germline mutation(s) in,Assessed
79225,GARD:0007672,Sphingolipidosis,2072,Gaucher disease-ophthalmoplegia-cardiovascular calcification syndrome,HGNC:4177,GBA,Disease-causing germline mutation(s) in,Assessed
263440,GARD:0010902,Neuroacanthocytosis,216866,Classic pantothenate kinase-associated neurodegeneration,HGNC:15894,PANK2,Disease-causing germline mutation(s) in,Assessed
3008,GARD:0007512,Pyruvate carboxylase deficiency,353308,"Pyruvate carboxylase deficiency, infantile type",HGNC:8636,PC,Disease-causing germline mutation(s) in,Assessed
137,GARD:0010307,Congenital disorders of glycosylation,435934,COG2-CDG,HGNC:6546,COG2,Disease-causing germline mutation(s) (loss of function) in,Assessed
702,GARD:0004265,Pelizaeus-Merzbacher disease,280234,Null syndrome,HGNC:9086,PLP1,Disease-causing germline mutation(s) in,Assessed
289899,GARD:0009433,Organic acidemias,314918,Mild Canavan disease,HGNC:756,ASPA,Disease-causing germline mutation(s) (loss of function) in,Assessed
407,GARD:0007219,Glycine encephalopathy,289860,Infantile glycine encephalopathy,HGNC:4313,GLDC,Disease-causing germline mutation(s) in,Assessed
182067,GARD:0006513,Glioma,251615,Pilomyxoid astrocytoma,HGNC:22219,KIAA1549,Part of a fusion gene in,Assessed
216675,GARD:0007795,Transposition of the great arteries,216718,Isolated congenitally uncorrected transposition of the great arteries,HGNC:18292,CFC1,Candidate gene tested in,Not yet assessed
53739,GARD:0012683,Distal hereditary motor neuropathy,496756,Early-onset progressive encephalopathy-spastic ataxia-distal spinal muscular atrophy syndrome,HGNC:11582,TBCE,Disease-causing germline mutation(s) in,Assessed
137,GARD:0010307,Congenital disorders of glycosylation,370968,Congenital muscular dystrophy with intellectual disability,HGNC:19743,POMT2,Disease-causing germline mutation(s) in,Assessed
823,GARD:0007673,Spina bifida,268397,Cervicothoracic spina bifida aperta,HGNC:26219,FUZ,Disease-causing germline mutation(s) in,Assessed
166,GARD:0006034,Charcot-Marie-Tooth disease,521411,Autosomal recessive axonal Charcot-Marie-Tooth disease due to copper metabolism defect,HGNC:10604,SCO2,Disease-causing germline mutation(s) in,Assessed
182067,GARD:0006513,Glioma,251615,Pilomyxoid astrocytoma,HGNC:1097,BRAF,Part of a fusion gene in,Assessed
68356,GARD:0006895,Leukodystrophy,157719,Juvenile or adult CACH syndrome,HGNC:3257,EIF2B1,Disease-causing germline mutation(s) in,Assessed
135,GARD:0000231,Leukoencephalopathy with vanishing white matter,99853,Ovarioleukodystrophy,HGNC:3259,EIF2B3,Disease-causing germline mutation(s) in,Assessed
207015,GARD:0012733,Rare hereditary disease with peripheral neuropathy,255241,Leigh syndrome with leukodystrophy,HGNC:16266,SLC19A3,Disease-causing germline mutation(s) in,Assessed
444116,GARD:0006611,Hereditary amyloidosis,85451,ATTRV122I amyloidosis,HGNC:12405,TTR,Disease-causing germline mutation(s) in,Assessed
207073,GARD:0002003,Dysferlinopathy,178400,Distal myopathy with anterior tibial onset,HGNC:3097,DYSF,Disease-causing germline mutation(s) in,Assessed
166,GARD:0006034,Charcot-Marie-Tooth disease,466794,Acute infantile liver failure-cerebellar ataxia-peripheral sensory motor neuropathy syndrome,HGNC:14372,SCYL1,Disease-causing germline mutation(s) in,Assessed
247,GARD:0005847,Arrhythmogenic right ventricular cardiomyopathy,293899,"Familial isolated arrhythmogenic ventricular dysplasia, biventricular form",HGNC:9024,PKP2,Disease-causing germline mutation(s) in,Assessed
385,GARD:0011899,Neurodegeneration with brain iron accumulation,216866,Classic pantothenate kinase-associated neurodegeneration,HGNC:15894,PANK2,Disease-causing germline mutation(s) in,Assessed
2442,GARD:0007906,X-linked lymphoproliferative disease due to SH2D1A deficiency,538934,X-linked lymphoproliferative disease due to XIAP deficiency,HGNC:592,XIAP,Disease-causing germline mutation(s) in,Assessed
513,GARD:0000522,Acute lymphoblastic leukemia,99861,Precursor T-cell acute lymphoblastic leukemia,HGNC:1787,CDKN2A,Disease-causing somatic mutation(s) in,Assessed
2162,GARD:0006665,Holoprosencephaly,93925,Alobar holoprosencephaly,HGNC:2908,DLL1,Disease-causing germline mutation(s) in,Assessed
823,GARD:0007673,Spina bifida,268740,Upper thoracic spina bifida aperta,HGNC:15511,VANGL2,Major susceptibility factor in,Assessed
407,GARD:0007219,Glycine encephalopathy,289860,Infantile glycine encephalopathy,HGNC:473,AMT,Disease-causing germline mutation(s) (loss of function) in,Assessed
104008,GARD:0001502,Short bowel syndrome,2301,Congenital short bowel syndrome,HGNC:3754,FLNA,Disease-causing germline mutation(s) in,Assessed
577,GARD:0003806,Mucolipidosis III alpha/beta,423470,Mucolipidosis type III gamma,HGNC:23026,GNPTG,Disease-causing germline mutation(s) (loss of function) in,Assessed
513,GARD:0000522,Acute lymphoblastic leukemia,585877,B-lymphoblastic leukemia/lymphoma with recurrent genetic abnormality,HGNC:4933,HLA-C,Major susceptibility factor in,Assessed
64746,GARD:0012431,Charcot-Marie-Tooth disease type 2,397735,Autosomal dominant Charcot-Marie-Tooth disease type 2U,HGNC:6898,MARS1,Disease-causing germline mutation(s) (loss of function) in,Assessed
97245,GARD:0005898,Myopathy congenital,544602,Congenital myopathy with reduced type 2 muscle fibers,HGNC:7582,MYL1,Disease-causing germline mutation(s) (loss of function) in,Assessed
98261,GARD:0007140,Progressive myoclonic epilepsy,228346,CLN3 disease,HGNC:2074,CLN3,Disease-causing germline mutation(s) in,Assessed
2913,GARD:0004410,Polydactyly,498494,Mirror-image polydactyly,HGNC:9004,PITX1,Role in the phenotype of,Assessed
411709,GARD:0009228,Renal agenesis,93100,"Renal agenesis, unilateral",HGNC:23399,FREM1,Disease-causing germline mutation(s) in,Assessed
98277,GARD:0012758,Acute myeloid leukemia with recurrent genetic anomaly,370026,Acute myeloid leukemia with t(8;16)(p11;p13) translocation,HGNC:13013,KAT6A,Part of a fusion gene in,Assessed
2929,GARD:0003065,Juvenile polyposis syndrome,329971,Generalized juvenile polyposis/juvenile polyposis coli,HGNC:3349,ENG,Candidate gene tested in,Not yet assessed
1329,GARD:0001454,Complete atrioventricular canal,99067,Complete atrioventricular septal defect with ventricular hypoplasia,HGNC:4173,GATA4,Disease-causing germline mutation(s) in,Assessed
98085,GARD:0008538,"46, XY disorders of sexual development",456328,X-linked myotubular myopathy-abnormal genitalia syndrome,HGNC:2568,MAMLD1,Role in the phenotype of,Assessed
91024,GARD:0012449,Autosomal recessive axonal Charcot-Marie-Tooth disease type 2,443950,DNAJB2-related Charcot-Marie-Tooth disease type 2,HGNC:5228,DNAJB2,Disease-causing germline mutation(s) in,Assessed
79262,GARD:0010973,Adult neuronal ceroid lipofuscinosis,352709,CLN13 disease,HGNC:2531,CTSF,Disease-causing germline mutation(s) in,Assessed
2162,GARD:0006665,Holoprosencephaly,280195,Septopreoptic holoprosencephaly,HGNC:4318,GLI2,Disease-causing germline mutation(s) in,Assessed
35656,GARD:0010423,Coenzyme Q10 deficiency,255249,Leigh syndrome with nephrotic syndrome,HGNC:23041,PDSS2,Disease-causing germline mutation(s) in,Assessed
98085,GARD:0008538,"46, XY disorders of sexual development",251510,"46,XY partial gonadal dysgenesis",HGNC:11486,VAMP7,Role in the phenotype of,Assessed
79373,GARD:0006317,Ectodermal dysplasia,50944,Schöpf-Schulz-Passarge syndrome,HGNC:13829,WNT10A,Disease-causing germline mutation(s) in,Assessed
268337,GARD:0012452,Autosomal recessive intermediate Charcot-Marie-Tooth disease ,369867,Autosomal recessive intermediate Charcot-Marie-Tooth disease type C,HGNC:29105,PLEKHG5,Disease-causing germline mutation(s) in,Assessed
53739,GARD:0012683,Distal hereditary motor neuropathy,139525,Distal hereditary motor neuropathy type 2,HGNC:5248,HSPB3,Disease-causing germline mutation(s) in,Assessed
141,GARD:0005984,Canavan disease,314918,Mild Canavan disease,HGNC:756,ASPA,Disease-causing germline mutation(s) (loss of function) in,Assessed
513,GARD:0000522,Acute lymphoblastic leukemia,585877,B-lymphoblastic leukemia/lymphoma with recurrent genetic abnormality,HGNC:4977,HLF,Part of a fusion gene in,Assessed
1037,GARD:0000777,Arthrogryposis multiplex congenita,2680,Hypomyelination neuropathy-arthrogryposis syndrome,HGNC:237,ADCY6,Disease-causing germline mutation(s) in,Assessed
303,GARD:0002150,Dystrophic epidermolysis bullosa,158676,"Localized dystrophic epidermolysis bullosa, nails only",HGNC:2214,COL7A1,Disease-causing germline mutation(s) (loss of function) in,Assessed
544,GARD:0003178,Diffuse Large B-Cell Lymphoma,98839,Intravascular large B-cell lymphoma,HGNC:1001,BCL6,Disease-causing somatic mutation(s) in,Assessed
513,GARD:0000522,Acute lymphoblastic leukemia,585877,B-lymphoblastic leukemia/lymphoma with recurrent genetic abnormality,HGNC:14262,AUTS2,Part of a fusion gene in,Assessed
91024,GARD:0012449,Autosomal recessive axonal Charcot-Marie-Tooth disease type 2,495274,Charcot-Marie-Tooth disease type 2T,HGNC:7154,MME,Disease-causing germline mutation(s) (loss of function) in,Assessed
214,GARD:0006237,Cystinuria,93613,Cystinuria type B,HGNC:11067,SLC7A9,Disease-causing germline mutation(s) in,Assessed
156005,GARD:0002490,Glaucoma 3 primary infantile B,98977,Juvenile glaucoma,HGNC:2597,CYP1B1,Major susceptibility factor in,Assessed
55,GARD:0010958,Oculocutaneous albinism,597733,Oculocutaneous albinism type 8,HGNC:2709,DCT,Disease-causing germline mutation(s) in,Assessed
135,GARD:0000231,Leukoencephalopathy with vanishing white matter,99854,Cree leukoencephalopathy,HGNC:3257,EIF2B1,Disease-causing germline mutation(s) in,Assessed
135,GARD:0000231,Leukoencephalopathy with vanishing white matter,157716,Late infantile CACH syndrome,HGNC:3259,EIF2B3,Disease-causing germline mutation(s) in,Assessed
156005,GARD:0002490,Glaucoma 3 primary infantile B,98976,Congenital glaucoma,HGNC:7610,MYOC,Disease-causing germline mutation(s) in,Assessed
442,GARD:0001487,Congenital hypothyroidism,95716,Familial thyroid dyshormonogenesis,HGNC:11764,TG,Disease-causing germline mutation(s) in,Assessed
135,GARD:0000231,Leukoencephalopathy with vanishing white matter,157716,Late infantile CACH syndrome,HGNC:3261,EIF2B5,Disease-causing germline mutation(s) in,Assessed
519,GARD:0012757,Acute myeloid leukemia ,98831,Acute myeloid leukemia with 11q23 abnormalities,HGNC:7132,KMT2A,Role in the phenotype of,Assessed
87876,GARD:0007183,"Sialidosis, type II",93399,Juvenile sialidosis type 2,HGNC:7758,NEU1,Disease-causing germline mutation(s) in,Assessed
93383,GARD:0000985,Brachydactyly type B,572385,Brachydactyly type B1,HGNC:10257,ROR2,Disease-causing germline mutation(s) (gain of function) in,Assessed
135,GARD:0000231,Leukoencephalopathy with vanishing white matter,99854,Cree leukoencephalopathy,HGNC:3259,EIF2B3,Disease-causing germline mutation(s) in,Assessed
27,GARD:0003586,Methylmalonyl-Coenzyme A mutase deficiency,289916,Vitamin B12-unresponsive methylmalonic acidemia type mut0,HGNC:7526,MMUT,Disease-causing germline mutation(s) (loss of function) in,Assessed
98277,GARD:0012758,Acute myeloid leukemia with recurrent genetic anomaly,402023,Megakaryoblastic acute myeloid leukemia with t(1;22)(p13;q13),HGNC:14959,RBM15,Part of a fusion gene in,Assessed
207015,GARD:0012733,Rare hereditary disease with peripheral neuropathy,255138,Pyruvate dehydrogenase E1-beta deficiency,HGNC:8808,PDHB,Disease-causing germline mutation(s) in,Assessed
823,GARD:0007673,Spina bifida,268384,Thoracolumbosacral spina bifida aperta,HGNC:15511,VANGL2,Major susceptibility factor in,Assessed
487,GARD:0006844,Krabbe disease,206443,Late-infantile/juvenile Krabbe disease,HGNC:4115,GALC,Disease-causing germline mutation(s) in,Assessed
93548,GARD:0012736,Glomerular disease,536,Systemic lupus erythematosus,HGNC:5525,IGHG1,Modifying germline mutation in,Assessed
93548,GARD:0012736,Glomerular disease,536,Systemic lupus erythematosus,HGNC:3620,FCGR3B,Major susceptibility factor in,Assessed
53739,GARD:0012683,Distal hereditary motor neuropathy,314485,Young adult-onset distal hereditary motor neuropathy,HGNC:5228,DNAJB2,Disease-causing germline mutation(s) (loss of function) in,Assessed
685,GARD:0006637,Hereditary spastic paraplegia,397946,Autosomal spastic paraplegia type 58,HGNC:6317,KIF1C,Disease-causing germline mutation(s) (loss of function) in,Assessed
2913,GARD:0004410,Polydactyly,93334,Postaxial polydactyly type A,HGNC:4317,GLI1,Disease-causing germline mutation(s) in,Assessed
513,GARD:0009240,Childhood acute lymphoblastic leukemia,99861,Precursor T-cell acute lymphoblastic leukemia,HGNC:1787,CDKN2A,Disease-causing somatic mutation(s) in,Assessed
443909,GARD:0008533,Familial colorectal cancer,144,Lynch syndrome,HGNC:11529,EPCAM,Disease-causing germline mutation(s) in,Assessed
79213,GARD:0007065,Mucopolysaccharidosis,67041,Hyaluronidase deficiency,HGNC:5320,HYAL1,Disease-causing germline mutation(s) in,Assessed
137,GARD:0010307,Congenital disorders of glycosylation,369837,Intellectual disability-seizures-hypophosphatasia-ophthalmic-skeletal anomalies syndrome,HGNC:14938,PIGT,Disease-causing germline mutation(s) in,Assessed
68356,GARD:0006895,Leukodystrophy,157716,Late infantile CACH syndrome,HGNC:3258,EIF2B2,Disease-causing germline mutation(s) in,Assessed
513,GARD:0000522,Acute lymphoblastic leukemia,99861,Precursor T-cell acute lymphoblastic leukemia,HGNC:7545,MYB,Part of a fusion gene in,Assessed
247,GARD:0005847,Arrhythmogenic right ventricular cardiomyopathy,293910,"Familial isolated arrhythmogenic ventricular dysplasia, right dominant form",HGNC:9024,PKP2,Disease-causing germline mutation(s) in,Assessed
2162,GARD:0006665,Holoprosencephaly,280195,Septopreoptic holoprosencephaly,HGNC:11776,TGIF1,Disease-causing germline mutation(s) in,Assessed
