@id,OrphaCode,curie,label,genes_Id,genes_curie,genes_source_curie,genes_source_label,genes_gene_symbol,genes_association_type,genes_source_validation,genes_gene_sfdc_id
420,1143,GARD:0000790,Arthrogryposis multiplex congenita neurogenic type,a0ht000000AYdxuAAD,HGNC:29205,ORPHA:1143,,ERGIC1,Disease-causing germline mutation(s) in,Assessed,
635,154,GARD:0000221,Dilated cardiomyopathy,,HGNC:12665,ORPHA:154,,VCL,Disease-causing germline mutation(s) in,Assessed,
635,154,GARD:0000221,Dilated cardiomyopathy,,HGNC:11943,ORPHA:154,,TNNC1,Disease-causing germline mutation(s) in,Assessed,
8028,552,GARD:0003418,"Maturity-onset diabetes of the young,  type 1",a0ht000000AYdqnAAD,HGNC:59,ORPHA:552,,ABCC8,Disease-causing germline mutation(s) in,Assessed,
17827,169147,GARD:0012958,C1q deficiency,,HGNC:1323,ORPHA:169147,,C4A,Disease-causing germline mutation(s) in,Assessed,
665,244,GARD:0004484,Primary ciliary dyskinesia,a0ht000000AYeT9AAL,HGNC:32700,ORPHA:244,,CCDC103,Disease-causing germline mutation(s) in,Assessed,
541,2466,GARD:0006986,Spastic paraplegia 1,a0ht000000AYeg6AAD,HGNC:6470,ORPHA:2466,,L1CAM,Disease-causing germline mutation(s) in,Assessed,
2625,2899,GARD:0005478,Verloes Bourguignon syndrome,a0ht000000AYeaGAAT,HGNC:6716,ORPHA:2899,,LTBP3,Disease-causing germline mutation(s) in,Assessed,
8028,552,GARD:0003418,"Maturity-onset diabetes of the young,  type 1",,HGNC:24035,ORPHA:552,,APPL1,Disease-causing germline mutation(s) (loss of function) in,Assessed,
6023,178,GARD:0001303,Chordoma,a0ht000000AYe4gAAD,HGNC:11515,ORPHA:178,,TBXT,Major susceptibility factor in,Assessed,
10758,55595,GARD:0012530,Limb-girdle muscular dystrophy type 1F,a0ht000000AYfTpAAL,HGNC:17103,ORPHA:55595,,TNPO3,Disease-causing germline mutation(s) in,Assessed,
635,154,GARD:0000221,Dilated cardiomyopathy,,HGNC:6636,ORPHA:154,,LMNA,Disease-causing germline mutation(s) in,Assessed,
22685,397596,GARD:0011983,PASLI disease,a0ht000000AYfT5AAL,HGNC:9588,ORPHA:397596,,PTEN,Disease-causing germline mutation(s) (loss of function) in,Assessed,
8028,552,GARD:0010663,"Maturity-onset diabetes of the young, type 9",,HGNC:4195,ORPHA:552,,GCK,Disease-causing germline mutation(s) in,Assessed,
8028,552,GARD:0010658,"Maturity-onset diabetes of the young, type 3",,HGNC:8618,ORPHA:552,,PAX4,Disease-causing germline mutation(s) in,Assessed,
244,207,GARD:0006206,Crouzon syndrome,a0ht000000AYeNMAA1,HGNC:3444,ORPHA:207,,ERF,Disease-causing germline mutation(s) (loss of function) in,Assessed,
7026,248,GARD:0002057,Hypohidrotic ectodermal dysplasia autosomal recessive,a0ht000000AYdznAAD,HGNC:13829,ORPHA:248,,WNT10A,Disease-causing germline mutation(s) in,Assessed,
732,2512,GARD:0012117,Autosomal recessive primary microcephaly,a0ht000000AYfavAAD,HGNC:24502,ORPHA:2512,,WDR62,Disease-causing germline mutation(s) in,Assessed,
14727,101016,GARD:0003284,Long QT syndrome 1,,HGNC:11604,ORPHA:101016,,TBX5,Disease-causing germline mutation(s) (loss of function) in,Assessed,
10782,59135,GARD:0010769,Laing distal myopathy,a0ht000000AYfUHAA1,HGNC:7577,ORPHA:59135,,MYH7,Disease-causing germline mutation(s) in,Assessed,
472,235,GARD:0006290,Dubowitz syndrome,a0ht000000AYejtAAD,HGNC:6601,ORPHA:235,,LIG4,Disease-causing germline mutation(s) in,Assessed,
11354,79328,GARD:0009839,ALG9-CDG (CDG-IL),a0ht000000AYfD1AAL,HGNC:15672,ORPHA:79328,,ALG9,Disease-causing germline mutation(s) (loss of function) in,Assessed,
11653,85195,GARD:0009168,"Polyostotic osteolytic dysplasia, hereditary expansile",a0ht000000AYf6yAAD,HGNC:11908,ORPHA:85195,,TNFRSF11A,Disease-causing germline mutation(s) in,Assessed,
17006,140952,GARD:0010295,STAR syndrome,a0ht000000AYgb9AAD,HGNC:28434,ORPHA:140952,,CCNQ,Disease-causing germline mutation(s) in,Assessed,
19857,261197,GARD:0010740,16p11.2 deletion syndrome,a0ht000000AYfUvAAL,HGNC:30417,ORPHA:261197,,SH2B1,Role in the phenotype of,Assessed,
8028,552,GARD:0003418,"Maturity-onset diabetes of the young,  type 1",,HGNC:5024,ORPHA:552,,HNF4A,Disease-causing germline mutation(s) in,Assessed,
8028,552,GARD:0010662,"Maturity-onset diabetes of the young, type 8",,HGNC:6107,ORPHA:552,,PDX1,Disease-causing germline mutation(s) in,Assessed,
8028,552,GARD:0010659,"Maturity-onset diabetes of the young, type 4",,HGNC:59,ORPHA:552,,ABCC8,Disease-causing germline mutation(s) in,Assessed,
665,244,GARD:0004484,Primary ciliary dyskinesia,a0ht000000AYeSwAAL,HGNC:2942,ORPHA:244,,DNAH11,Disease-causing germline mutation(s) in,Assessed,
17527,163699,GARD:0005654,Alveolar soft part sarcoma,a0ht000000AYeSTAA1,HGNC:13825,ORPHA:163699,,ASPSCR1,Part of a fusion gene in,Assessed,
294,308,GARD:0003876,Unverricht-Lundborg disease,a0ht000000AYeOYAA1,HGNC:2482,ORPHA:308,,CSTB,Disease-causing germline mutation(s) in,Assessed,
665,244,GARD:0004484,Primary ciliary dyskinesia,a0ht000000AYeSsAAL,HGNC:25280,ORPHA:244,,ODAD4,Disease-causing germline mutation(s) (loss of function) in,Assessed,
1032,500,GARD:0001100,LEOPARD syndrome,a0ht000000AYdoPAAT,HGNC:1097,ORPHA:500,,BRAF,Disease-causing germline mutation(s) in,Assessed,
1746,1658,GARD:0002336,Absence of fingerprints congenital milia,a0ht000000AYeCYAA1,HGNC:18398,ORPHA:1658,,SMARCAD1,Disease-causing germline mutation(s) in,Assessed,
205,337,GARD:0006445,Fibrodysplasia ossificans progressiva,a0ht000000AYelHAAT,HGNC:171,ORPHA:337,,ACVR1,Disease-causing germline mutation(s) (gain of function) in,Assessed,
8028,552,GARD:0003697,Maturity-onset diabetes of the young,a0ht000000AYeN9AAL,HGNC:1057,ORPHA:552,,BLK,Disease-causing germline mutation(s) in,Assessed,
12318,93396,GARD:0000979,Brachydactyly type A2,a0ht000000AYe0TAAT,HGNC:1069,ORPHA:93396,,BMP2,Disease-causing germline mutation(s) in,Assessed,
18906,220402,GARD:0001053,Limited cutaneous systemic sclerosis,a0ht000000AYe1cAAD,HGNC:1527,ORPHA:220402,,CAV1,Major susceptibility factor in,Assessed,
665,244,GARD:0004484,Primary ciliary dyskinesia,a0ht000000AYeQ6AAL,HGNC:33720,ORPHA:244,,CFAP221,Disease-causing germline mutation(s) in,Assessed,
18198,182050,GARD:0000180,MYH9 related thrombocytopenia,a0ht000000AYdq2AAD,HGNC:7579,ORPHA:182050,,MYH9,Disease-causing germline mutation(s) in,Assessed,
1022,475,GARD:0006802,Joubert syndrome,,HGNC:694,ORPHA:475,,ARL3,Disease-causing germline mutation(s) in,Assessed,
8028,552,GARD:0010658,"Maturity-onset diabetes of the young, type 3",,HGNC:1057,ORPHA:552,,BLK,Disease-causing germline mutation(s) in,Assessed,
19799,254905,GARD:0000048,Cytochrome c oxidase deficiency,a0ht000000AYgcDAAT,HGNC:7421,ORPHA:254905,,MT-CO2,Disease-causing germline mutation(s) (loss of function) in,Assessed,
10643,49827,GARD:0009210,Thiamine responsive megaloblastic anemia syndrome,a0ht000000AYf8TAAT,HGNC:10938,ORPHA:49827,,SLC19A2,Disease-causing germline mutation(s) in,Assessed,
1310,994,GARD:0009634,Fetal akinesia deformation sequence,a0ht000000AYfECAA1,HGNC:7525,ORPHA:994,,MUSK,Disease-causing germline mutation(s) (loss of function) in,Assessed,
14643,100070,GARD:0010793,Progressive non-fluent aphasia,a0ht000000AYfW6AAL,HGNC:6893,ORPHA:100070,,MAPT,Major susceptibility factor in,Assessed,
12211,93268,GARD:0004832,Short rib-polydactyly syndrome type 4,a0ht000000AYeWKAA1,HGNC:29262,ORPHA:93268,,IFT80,Disease-causing germline mutation(s) in,Assessed,
1624,174,GARD:0007029,Metaphyseal chondrodysplasia Schmid type,a0ht000000AYeFOAA1,HGNC:2185,ORPHA:174,,COL10A1,Disease-causing germline mutation(s) in,Assessed,
8028,552,GARD:0003697,Maturity-onset diabetes of the young,,HGNC:11811,ORPHA:552,,KLF11,Disease-causing germline mutation(s) in,Assessed,
1000,48,GARD:0005461,Congenital bilateral absence of the vas deferens,a0ht000000AYgY3AAL,HGNC:4516,ORPHA:48,,ADGRG2,Disease-causing germline mutation(s) in,Assessed,
14707,100996,GARD:0009581,Spastic paraplegia 15,a0ht000000AYfCvAAL,HGNC:20761,ORPHA:100996,,ZFYVE26,Disease-causing germline mutation(s) in,Assessed,
3198,1114,GARD:0005835,Aplasia cutis congenita,,HGNC:6158,ORPHA:1114,,ITGB4,Disease-causing germline mutation(s) in,Assessed,
665,244,GARD:0004484,Primary ciliary dyskinesia,a0ht000000AYeTJAA1,HGNC:1301,ORPHA:244,,CFAP298,Disease-causing germline mutation(s) in,Assessed,
11471,79445,GARD:0007860,Pseudopseudohypoparathyroidism,,HGNC:4392,ORPHA:79445,,GNAS,Disease-causing germline mutation(s) (loss of function) in,Assessed,
17827,169147,GARD:0001452,Complement component 2 deficiency,,HGNC:1247,ORPHA:169147,,C1S,Disease-causing germline mutation(s) in,Assessed,
14727,101016,GARD:0003284,Long QT syndrome 1,a0ht000000AYeJaAAL,HGNC:16859,ORPHA:101016,,NOS1AP,Modifying germline mutation in,Assessed,
732,2512,GARD:0012117,Autosomal recessive primary microcephaly,a0ht000000AYfb4AAD,HGNC:29101,ORPHA:2512,,ANKLE2,Disease-causing germline mutation(s) in,Assessed,
17827,169147,GARD:0001452,Complement component 2 deficiency,,HGNC:1245,ORPHA:169147,,C1QC,Disease-causing germline mutation(s) in,Assessed,
233,2869,GARD:0007378,Peutz-Jeghers syndrome,a0ht000000AYetdAAD,HGNC:11389,ORPHA:2869,,STK11,Disease-causing germline mutation(s) in,Assessed,
17929,171700,GARD:0008526,Diffuse panbronchiolitis,a0ht000000AYgglAAD,HGNC:21666,ORPHA:171700,,MUCL3,Major susceptibility factor in,Not yet assessed,
8028,552,GARD:0003697,Maturity-onset diabetes of the young,,HGNC:1057,ORPHA:552,,BLK,Disease-causing germline mutation(s) in,Assessed,
8028,552,GARD:0010661,"Maturity-onset diabetes of the young, type 7",a0ht000000AYdqqAAD,HGNC:5024,ORPHA:552,,HNF4A,Disease-causing germline mutation(s) in,Assessed,
8028,552,GARD:0010658,"Maturity-onset diabetes of the young, type 3",a0ht000000AYdqnAAD,HGNC:59,ORPHA:552,,ABCC8,Disease-causing germline mutation(s) in,Assessed,
172,508,GARD:0006885,Leprechaunism,,HGNC:6091,ORPHA:508,,INSR,Disease-causing germline mutation(s) in,Assessed,
12866,97244,GARD:0004723,Rigid spine syndrome,a0ht000000AYe9GAAT,HGNC:15999,ORPHA:97244,,SELENON,Disease-causing germline mutation(s) in,Assessed,
10349,34592,GARD:0008427,Bare lymphocyte syndrome,a0ht000000AYf0EAAT,HGNC:44,ORPHA:34592,,TAP2,Disease-causing germline mutation(s) in,Assessed,
1022,475,GARD:0006802,Joubert syndrome,,HGNC:7121,ORPHA:475,,MKS1,Disease-causing germline mutation(s) in,Assessed,
8028,552,GARD:0010662,"Maturity-onset diabetes of the young, type 8",,HGNC:7762,ORPHA:552,,NEUROD1,Disease-causing germline mutation(s) in,Assessed,
794,926,GARD:0000363,Acatalasemia,a0ht000000AYdodAAD,HGNC:1516,ORPHA:926,,CAT,Disease-causing germline mutation(s) in,Assessed,
10760,55654,GARD:0009170,Hypotrichosis simplex,a0ht000000AYf0rAAD,HGNC:18483,ORPHA:55654,,LIPH,Disease-causing germline mutation(s) in,Assessed,
8649,523,GARD:0010096,Hereditary leiomyomatosis and renal cell cancer,a0ht000000AYf1WAAT,HGNC:3700,ORPHA:523,,FH,Disease-causing germline mutation(s) in,Assessed,
8028,552,GARD:0010658,"Maturity-onset diabetes of the young, type 3",a0ht000000AYeN9AAL,HGNC:1057,ORPHA:552,,BLK,Disease-causing germline mutation(s) in,Assessed,
1346,1040,GARD:0003562,Metaphyseal anadysplasia,a0ht000000AYeLcAAL,HGNC:7176,ORPHA:1040,,MMP9,Disease-causing germline mutation(s) (loss of function) in,Assessed,
10688,52055,GARD:0012486,Graham-Cox syndrome,a0ht000000AYfdqAAD,HGNC:5461,ORPHA:52055,,IGBP1,Disease-causing germline mutation(s) in,Assessed,
14643,100070,GARD:0010793,Progressive non-fluent aphasia,a0ht000000AYfW7AAL,HGNC:4601,ORPHA:100070,,GRN,Major susceptibility factor in,Assessed,
14711,101000,GARD:0005372,Troyer syndrome,a0ht000000AYe31AAD,HGNC:18514,ORPHA:101000,,SPART,Disease-causing germline mutation(s) in,Assessed,
21661,319487,GARD:0008488,"Nonmedullary thyroid carcinoma, with or without cell oxyphilia",,HGNC:4798,ORPHA:319487,,HABP2,Disease-causing germline mutation(s) in,Assessed,
10452,39041,GARD:0008198,Omenn syndrome,a0ht000000AYeAhAAL,HGNC:9831,ORPHA:39041,,RAG1,Disease-causing germline mutation(s) in,Assessed,
17610,166073,GARD:0010710,Pontocerebellar hypoplasia type 6,a0ht000000AYfUlAAL,HGNC:21406,ORPHA:166073,,RARS2,Disease-causing germline mutation(s) in,Assessed,
8028,552,GARD:0003697,Maturity-onset diabetes of the young,,HGNC:1848,ORPHA:552,,CEL,Disease-causing germline mutation(s) in,Assessed,
8028,552,GARD:0010660,"Maturity-onset diabetes of the young, type 6",,HGNC:7762,ORPHA:552,,NEUROD1,Disease-causing germline mutation(s) in,Assessed,
17135,156728,GARD:0010611,Spondyloepimetaphyseal dysplasia Matrilin-3 related,a0ht000000AYfTDAA1,HGNC:6909,ORPHA:156728,,MATN3,Disease-causing germline mutation(s) in,Assessed,
10739,53697,GARD:0008698,Gnathodiaphyseal dysplasia,a0ht000000AYf52AAD,HGNC:27337,ORPHA:53697,,ANO5,Disease-causing germline mutation(s) in,Assessed,
18760,213711,GARD:0006339,Endometrial stromal sarcoma,a0ht000000AYekSAAT,HGNC:28917,ORPHA:213711,,JAZF1,Part of a fusion gene in,Assessed,
635,154,GARD:0000221,Dilated cardiomyopathy,,HGNC:2472,ORPHA:154,,CSRP3,Disease-causing germline mutation(s) in,Assessed,
1470,1226,GARD:0000414,Bamforth syndrome,a0ht000000AYdubAAD,HGNC:3806,ORPHA:1226,,FOXE1,Disease-causing germline mutation(s) (loss of function) in,Assessed,
8028,552,GARD:0003697,Maturity-onset diabetes of the young,a0ht000000AYeNAAA1,HGNC:24035,ORPHA:552,,APPL1,Disease-causing germline mutation(s) (loss of function) in,Assessed,
2169,2309,GARD:0010753,Pachyonychia congenita,a0ht000000AYfV2AAL,HGNC:6443,ORPHA:2309,,KRT6A,Disease-causing germline mutation(s) in,Assessed,
17595,165991,GARD:0009932,Exercise-induced hyperinsulinemic hypoglycemia,a0ht000000AYfJ3AAL,HGNC:10922,ORPHA:165991,,SLC16A1,Disease-causing germline mutation(s) in,Assessed,
903,1331,GARD:0004520,Familial prostate cancer,a0ht000000AYeTgAAL,HGNC:7652,ORPHA:1331,,NBN,Major susceptibility factor in,Assessed,
21246,306661,GARD:0010879,Hyperphosphatemic familial tumoral calcinosis,,HGNC:6344,ORPHA:306661,,KL,Disease-causing germline mutation(s) (loss of function) in,Assessed,
8028,552,GARD:0010662,"Maturity-onset diabetes of the young, type 8",,HGNC:1848,ORPHA:552,,CEL,Disease-causing germline mutation(s) in,Assessed,
8028,552,GARD:0010657,"Maturity-onset diabetes of the young,  type 2",,HGNC:5024,ORPHA:552,,HNF4A,Disease-causing germline mutation(s) in,Assessed,
19799,254905,GARD:0000048,Cytochrome c oxidase deficiency,a0ht000000AYgcEAAT,HGNC:7422,ORPHA:254905,,MT-CO3,Disease-causing germline mutation(s) in,Assessed,
19142,230839,GARD:0008507,Classical-like Ehlers-Danlos syndrome,a0ht000000AYf1YAAT,HGNC:11976,ORPHA:230839,,TNXB,Disease-causing germline mutation(s) in,Assessed,
10452,39041,GARD:0008198,Omenn syndrome,a0ht000000AYexrAAD,HGNC:6601,ORPHA:39041,,LIG4,Disease-causing germline mutation(s) in,Assessed,
19799,254905,GARD:0000048,Cytochrome c oxidase deficiency,,HGNC:2279,ORPHA:254905,,COX6A2,Disease-causing germline mutation(s) in,Assessed,
8750,545,GARD:0002356,Follicular lymphoma,a0ht000000AYeCkAAL,HGNC:1001,ORPHA:545,,BCL6,Part of a fusion gene in,Assessed,
19799,254905,GARD:0000048,Cytochrome c oxidase deficiency,,HGNC:2265,ORPHA:254905,,COX4I1,Disease-causing germline mutation(s) in,Assessed,
14458,99885,GARD:0010457,Permanent neonatal diabetes mellitus,a0ht000000AYf2rAAD,HGNC:59,ORPHA:99885,,ABCC8,Disease-causing germline mutation(s) in,Assessed,
14727,101016,GARD:0003284,Long QT syndrome 1,,HGNC:1449,ORPHA:101016,,CALM3,Disease-causing germline mutation(s) in,Assessed,
665,244,GARD:0004484,Primary ciliary dyskinesia,a0ht000000AYeT1AAL,HGNC:20188,ORPHA:244,,DNAAF2,Disease-causing germline mutation(s) in,Assessed,
8028,552,GARD:0003697,Maturity-onset diabetes of the young,,HGNC:6257,ORPHA:552,,KCNJ11,Disease-causing germline mutation(s) in,Assessed,
12866,97244,GARD:0004723,Rigid spine syndrome,a0ht000000AYgXjAAL,HGNC:15999,ORPHA:97244,,SELENON,Disease-causing germline mutation(s) in,Assessed,
1310,994,GARD:0009634,Fetal akinesia deformation sequence,,HGNC:7611,ORPHA:994,,MYOD1,Disease-causing germline mutation(s) (loss of function) in,Assessed,
18016,178338,GARD:0010947,UV sensitive syndrome,a0ht000000AYfQiAAL,HGNC:29304,ORPHA:178338,,UVSSA,Disease-causing germline mutation(s) in,Assessed,
19125,228402,GARD:0010998,2q23.1 microdeletion syndrome,a0ht000000AYfYvAAL,HGNC:20444,ORPHA:228402,,MBD5,Role in the phenotype of,Assessed,
8028,552,GARD:0010660,"Maturity-onset diabetes of the young, type 6",,HGNC:11811,ORPHA:552,,KLF11,Disease-causing germline mutation(s) in,Assessed,
1000,48,GARD:0005461,Congenital bilateral absence of the vas deferens,a0ht000000AYeaBAAT,HGNC:4516,ORPHA:48,,ADGRG2,Disease-causing germline mutation(s) in,Assessed,
12318,93396,GARD:0000979,Brachydactyly type A2,a0ht000000AYe0VAAT,HGNC:1077,ORPHA:93396,,BMPR1B,Disease-causing germline mutation(s) in,Assessed,
14716,101005,GARD:0009582,Spastic paraplegia 25,a0ht000000AYf1MAAT,HGNC:25855,ORPHA:101005,,SPG25,Disease-causing germline mutation(s) in,Assessed,
6023,178,GARD:0001303,Chordoma,a0ht000000AYgcqAAD,HGNC:11515,ORPHA:178,,TBXT,Major susceptibility factor in,Assessed,
2082,2199,GARD:0002826,Epidermolytic palmoplantar keratoderma,,HGNC:6412,ORPHA:2199,,KRT1,Disease-causing germline mutation(s) (gain of function) in,Assessed,
903,1331,GARD:0004520,Familial prostate cancer,a0ht000000AYeTcAAL,HGNC:1101,ORPHA:1331,,BRCA2,Major susceptibility factor in,Assessed,
14727,101016,GARD:0003284,Long QT syndrome 1,a0ht000000AYeJdAAL,HGNC:10582,ORPHA:101016,,SCN10A,Disease-causing germline mutation(s) (loss of function) in,Assessed,
22685,397596,GARD:0011983,PASLI disease,a0ht000000AYfT6AAL,HGNC:8979,ORPHA:397596,,PIK3R1,Disease-causing germline mutation(s) (gain of function) in,Assessed,
8028,552,GARD:0010659,"Maturity-onset diabetes of the young, type 4",a0ht000000AYeN7AAL,HGNC:6081,ORPHA:552,,INS,Disease-causing germline mutation(s) in,Assessed,
11332,79306,GARD:0009802,Progressive familial intrahepatic cholestasis 1,a0ht000000AYfGwAAL,HGNC:3706,ORPHA:79306,,ATP8B1,Disease-causing germline mutation(s) in,Assessed,
147,280,GARD:0007896,Wolf-Hirschhorn syndrome,a0ht000000AYgZrAAL,HGNC:12766,ORPHA:280,,NSD2,Role in the phenotype of,Assessed,
8028,552,GARD:0010662,"Maturity-onset diabetes of the young, type 8",,HGNC:4195,ORPHA:552,,GCK,Disease-causing germline mutation(s) in,Assessed,
8028,552,GARD:0010657,"Maturity-onset diabetes of the young,  type 2",a0ht000000AYdqoAAD,HGNC:1848,ORPHA:552,,CEL,Disease-causing germline mutation(s) in,Assessed,
14369,99796,GARD:0001904,Subcortical band heterotopia,a0ht000000AYe9jAAD,HGNC:8574,ORPHA:99796,,PAFAH1B1,Disease-causing somatic mutation(s) in,Assessed,
3468,3261,GARD:0008686,Autoimmune lymphoproliferative syndrome,a0ht000000AYf4bAAD,HGNC:9878,ORPHA:3261,,RASGRP1,Disease-causing germline mutation(s) in,Assessed,
8571,170,GARD:0005597,Woolly hair syndrome,,HGNC:28927,ORPHA:170,,KRT71,Disease-causing germline mutation(s) in,Assessed,
665,244,GARD:0004484,Primary ciliary dyskinesia,a0ht000000AYgeFAAT,HGNC:21493,ORPHA:244,,DNAAF4,Disease-causing germline mutation(s) (loss of function) in,Assessed,
870,267,GARD:0001057,Limb-girdle muscular dystrophy type 2A,a0ht000000AYe1iAAD,HGNC:1480,ORPHA:267,,CAPN3,Disease-causing germline mutation(s) in,Assessed,
8028,552,GARD:0010663,"Maturity-onset diabetes of the young, type 9",a0ht000000AYeN9AAL,HGNC:1057,ORPHA:552,,BLK,Disease-causing germline mutation(s) in,Assessed,
8028,552,GARD:0010659,"Maturity-onset diabetes of the young, type 4",a0ht000000AYdqoAAD,HGNC:1848,ORPHA:552,,CEL,Disease-causing germline mutation(s) in,Assessed,
8028,552,GARD:0010660,"Maturity-onset diabetes of the young, type 6",a0ht000000AYeN2AAL,HGNC:6257,ORPHA:552,,KCNJ11,Disease-causing germline mutation(s) in,Assessed,
8028,552,GARD:0010661,"Maturity-onset diabetes of the young, type 7",,HGNC:11811,ORPHA:552,,KLF11,Disease-causing germline mutation(s) in,Assessed,
8028,552,GARD:0010658,"Maturity-onset diabetes of the young, type 3",,HGNC:6081,ORPHA:552,,INS,Disease-causing germline mutation(s) in,Assessed,
432,1334,GARD:0001077,Autosomal recessive candidiasis familial chronic mucocutaneous,,HGNC:16404,ORPHA:1334,,IL17F,Disease-causing germline mutation(s) in,Assessed,
665,244,GARD:0004484,Primary ciliary dyskinesia,a0ht000000AYeQ4AAL,HGNC:2940,ORPHA:244,,DNAH1,Disease-causing germline mutation(s) in,Assessed,
8028,552,GARD:0003697,Maturity-onset diabetes of the young,,HGNC:24035,ORPHA:552,,APPL1,Disease-causing germline mutation(s) (loss of function) in,Assessed,
287,289,GARD:0001301,Ellis-Van Creveld syndrome,a0ht000000AYe4cAAD,HGNC:4317,ORPHA:289,,GLI1,Disease-causing germline mutation(s) (loss of function) in,Assessed,
11325,79299,GARD:0002818,Hyperinsulinism due to glucokinase deficiency,a0ht000000AYeEfAAL,HGNC:4195,ORPHA:79299,,GCK,Disease-causing germline mutation(s) in,Assessed,
11348,79322,GARD:0009831,DPM1-CDG (CDG-Ie),a0ht000000AYfHPAA1,HGNC:3005,ORPHA:79322,,DPM1,Disease-causing germline mutation(s) in,Assessed,
1310,994,GARD:0009634,Fetal akinesia deformation sequence,a0ht000000AYfEBAA1,HGNC:26594,ORPHA:994,,DOK7,Disease-causing germline mutation(s) (loss of function) in,Assessed,
